IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,40-44 years,AGEGROUP_AGE40-44,,,,,,,475477,,,,,,475477.2524,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,475855,,,,,,475855.4501,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,45-49 years,AGEGROUP_AGE45-49,,,,,,,477706,,,,,,477706.1551,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,479292,,,,,,479292.4752,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,45-49 years,AGEGROUP_AGE45-49,,,,,,,479335,,,,,,479334.7719,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,479996,,,,,,479996.3187,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,480132,,,,,,480132.4004,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,480858,,,,,,480858.2694,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,40-44 years,AGEGROUP_AGE40-44,,,,,,,481966,,,,,,481965.8883,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,482168,,,,,,482167.7434,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,483384,,,,,,483383.8278,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,40-44 years,AGEGROUP_AGE40-44,,,,,,,484125,,,,,,484124.8378,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,484503,,,,,,484503.4796,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,484749,,,,,,484749.2546,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,484759,,,,,,484758.6672,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,485766,,,,,,485766.229,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,485996,,,,,,485995.8582,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,486494,,,,,,486493.6993,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,486687,,,,,,486686.969,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,35-39 years,AGEGROUP_AGE35-39,,,,,,,487331,,,,,,487331.0894,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,487434,,,,,,487433.7126,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,488047,,,,,,488047.4697,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,488168,,,,,,488167.9416,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,488196,,,,,,488196.0977,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,488828,,,,,,488827.7633,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,489290,,,,,,489290.1522,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,489338,,,,,,489337.5773,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,489363,,,,,,489363.2076,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,489504,,,,,,489503.6352,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,30-34 years,AGEGROUP_AGE30-34,,,,,,,489644,,,,,,489644.0064,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,490104,,,,,,490104.0991,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,490318,,,,,,490318.2421,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,490634,,,,,,490634.0964,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,490984,,,,,,490984.3625,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,25-29 years,AGEGROUP_AGE25-29,,,,,,,491342,,,,,,491342.3687,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,491583,,,,,,491583.3193,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,491600,,,,,,491599.7962,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,20-24 years,AGEGROUP_AGE20-24,,,,,,,492576,,,,,,492576.3886,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,492695,,,,,,492694.6996,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,493294,,,,,,493293.5403,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,15-19  years,AGEGROUP_AGE15-19,,,,,,,493478,,,,,,493478.2878,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,10-14 years,AGEGROUP_AGE10-14,,,,,,,494076,,,,,,494075.5786,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,5-9 years,AGEGROUP_AGE5-9,,,,,,,494535,,,,,,494535.0139,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,71649,,,,,,71649.19454,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,77782,,,,,,77781.71029,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,78504,,,,,,78504.20386,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,78979,,,,,,78979.49823,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,83868,,,,,,83868.02096,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,94969,,,,,,94968.52416,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,95823,,,,,,95823.23272,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,95926,,,,,,95926.44027,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,96565,,,,,,96564.67485,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,96799,,,,,,96798.77049,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,96870,,,,,,96870.44548,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,98563,,,,,,98562.63732,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,98635,,,,,,98635.28212,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,98836,,,,,,98835.72062,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,98843,,,,,,98842.95626,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,99015,,,,,,99015.40552,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000033,nLx - person-years lived between ages x and x+n,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,<1 year,AGEGROUP_AGELT1,,,,,,,99205,,,,,,99205.25629,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,110709,,,,,,110709.253,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1107462,,,,,,1107461.669,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,112660,,,,,,112659.9634,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1153572,,,,,,1153572.207,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1154108,,,,,,1154108.114,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1161005,,,,,,1161005.197,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1164179,,,,,,1164178.689,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,1196372,,,,,,1196372.036,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,SEX_MLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,1222528,,,,,,1222528.212,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,1226046,,,,,,1226045.544,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,70-74 years,AGEGROUP_AGE70-74,,,,,,,1239974,,,,,,1239973.902,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,124637,,,,,,124636.5177,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1262849,,,,,,1262849.409,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1267794,,,,,,1267793.711,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1277307,,,,,,1277306.677,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,132391,,,,,,132390.9306,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1485633,,,,,,1485633.174,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,1496284,,,,,,1496284.205,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1535924,,,,,,1535923.5,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1551427,,,,,,1551426.641,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1558326,,,,,,1558326.155,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,SEX_MLE,Age Group,50-54 years,AGEGROUP_AGE50-54,,,,,,,1563363,,,,,,1563362.797,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1619885,,,,,,1619885.089,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,SEX_MLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,1646419,,,,,,1646419.307,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1647715,,,,,,1647714.877,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,65-69 years,AGEGROUP_AGE65-69,,,,,,,1650229,,,,,,1650228.644,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,SEX_MLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,1651938,,,,,,1651937.769,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,85+ years,AGEGROUP_AGE85PLUS,,,,,,,165538,,,,,,165538.4417,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,SEX_MLE,Age Group,60-64 years,AGEGROUP_AGE60-64,,,,,,,1667968,,,,,,1667968.437,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,50-54 years,AGEGROUP_AGE50-54,,,,,,,1854079,,,,,,1854079.226,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,188236,,,,,,188236.2185,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,55-59 years,AGEGROUP_AGE55-59,,,,,,,1891914,,,,,,1891913.816,,,EN,2020-12-06T05:00:00.000Z
LIFE_0000000034,Tx - person-years lived above age x,numeric,GLOBAL,Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,SEX_MLE,Age Group,80-84 years,AGEGROUP_AGE80-84,,,,,,,191644,,,,,,191644.2229,,,EN,2020-12-06T05:00:00.000Z
